891,0.017471
859,0.047291
301,0.00122921
403,0.00330351
423,0.00862145
973,0.0554682
832,0.0218202
304,0.0074532
191,0.00244094
476,0.00274109
323,0.00319261
438,0.0141977
8,6.7676e-06
201,0.00315575
733,0.0452528
982,0.0879014
66,0.000196583
325,0.00350357
126,0.00069206
395,0.0105066
421,0.0128608
694,0.0233192
863,0.0139106
719,0.0251251
954,0.0639436
31,5.81694e-05
460,0.0193493
588,0.0152322
567,0.0250726
671,0.0344151
602,0.0308385
221,0.0024707
354,0.0107147
32,3.6064e-05
213,0.00271524
317,0.00522538
315,0.00394703
65,0.000292119
527,0.0120705
45,1.88389e-05
936,0.0202148
632,0.0325697
620,0.0302582
473,0.0179213
821,0.0577406
124,0.00123209
664,0.0332769
852,0.039864
530,0.0224874
342,0.00164548
136,0.000731702
511,0.0216804
941,0.0554488
802,0.0554493
234,0.00427757
400,0.00535627
819,0.0451292
220,0.00297893
56,0.000158012
885,0.0121944
984,0.0331997
731,0.0328428
721,0.042206
397,0.0136161
428,0.0153952
272,0.00541477
264,0.000556596
684,0.00357683
660,0.0110365
674,0.0265999
592,0.0175617
229,0.00186481
784,0.0288833
378,0.0119897
296,0.00550818
2,4.638e-07
5,2.838e-06
336,0.00192826
285,0.00390283
601,0.0312185
204,0.00262982
529,0.0153173
541,0.0209754
708,0.041172
481,0.013612
145,0.000824735
135,0.000224883
459,0.012281
995,0.0114119
139,0.000330627
278,0.00669078
23,4.21689e-05
179,0.000271513
381,0.00620789
679,0.0203382
216,0.00128527
791,0.0306002
991,0.0896839
244,0.00399184
795,0.00813433
327,0.0025185
193,0.00271144
308,0.00225752
587,0.00593162
176,0.00251458
599,0.00682782
197,0.00194902
338,0.00230123
727,0.0171801
279,0.00645782
306,0.00279374
539,0.0108222
277,0.000995086
54,0.000102026
42,1.66665e-05
870,0.0105454
700,0.032104
820,0.0346017
61,0.000151496
969,0.0613669
111,0.000736743
0,9.3e-08
827,0.0609815
469,0.0193637
703,0.0141715
948,0.0804893
582,0.0270563
369,0.0107777
521,0.00237373
906,0.022832
774,0.0464042
864,0.0558161
48,2.5407e-05
15,6.5185e-06
546,0.00656587
69,4.5806e-05
68,0.000420814
628,0.0359914
542,0.0171519
312,0.00545457
364,0.0116146
374,0.00987005
442,0.0147294
676,0.00794279
752,0.0211812
173,0.00266167
624,0.0270462
627,0.0359137
180,0.00226949
14,1.03281e-05
778,0.0433192
33,7.9412e-06
275,0.00220499
586,0.0298048
504,0.0192876
223,0.00383762
871,0.0474429
53,0.000231627
637,0.0250681
836,0.0571005
107,0.000235114
920,0.0287765
690,0.023728
132,0.000932565
611,0.0208064
903,0.0424648
937,0.0652175
792,0.0353606
654,0.0271407
581,0.0168231
613,0.0326773
797,0.0552658
933,0.0360135
349,0.0086301
170,0.000326833
237,0.00434679
989,0.072778
745,0.0259946
203,0.00149996
636,0.0297915
970,0.0159147
803,0.0594886
343,0.00635132
734,0.0412146
621,0.0235722
900,0.0340245
169,0.00165497
591,0.00567518
998,0.071447
298,0.0019777
437,0.00260373
198,0.0015417
63,0.000364131
963,0.0426834
506,0.0218292
16,1.19536e-05
988,0.0391212
309,0.00824891
618,0.0218294
535,0.0259184
572,0.00873652
668,0.018029
755,0.0357938
311,0.00819025
445,0.0073038
759,0.0453156
814,0.0230587
865,0.0648339
366,0.0115371
